Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2023-08-09,175.88836669921875,137.85000610351562,128.59715270996094,315.4636535644531,242.19000244140625
2023-08-10,175.6711883544922,138.55999755859375,128.62692260742188,316.14892578125,245.33999633789062
2023-08-11,175.73049926757812,138.41000366210938,128.49795532226562,314.2692565917969,242.64999389648438
2023-08-14,177.38116455078125,140.57000732421875,130.2534637451172,317.2356262207031,239.75999450683594
2023-08-15,175.39443969726562,137.6699981689453,128.7161865234375,315.10137939453125,232.9600067138672
2023-08-16,174.52462768554688,135.07000732421875,127.64502716064453,314.3361511230469,225.60000610351562
2023-08-17,171.9844207763672,133.97999572753906,128.85501098632812,310.8827819824219,219.22000122070312
2023-08-18,172.46876525878906,133.22000122070312,126.41517639160156,310.4903564453125,215.49000549316406
2023-08-21,173.8031005859375,134.67999267578125,127.31771087646484,315.7881164550781,231.27999877929688
2023-08-22,175.17698669433594,134.25,128.02191162109375,316.3571472167969,233.19000244140625
2023-08-23,179.0219268798828,135.52000427246094,131.28492736816406,320.8112487792969,236.86000061035156
2023-08-24,174.33685302734375,131.83999633789062,128.7161865234375,313.9142761230469,230.0399932861328
2023-08-25,176.541015625,133.25999450683594,128.8153533935547,316.86737060546875,238.58999633789062
2023-08-28,178.10272216796875,133.13999938964844,129.9360809326172,317.57366943359375,238.82000732421875
2023-08-29,181.98716735839844,134.91000366210938,133.4669189453125,322.1946105957031,257.17999267578125
2023-08-30,185.4762725830078,135.07000732421875,134.76617431640625,322.5674133300781,256.8999938964844
2023-08-31,185.6937255859375,138.00999450683594,135.05377197265625,321.5569152832031,258.0799865722656
2023-09-01,187.2653350830078,138.1199951171875,134.5479736328125,322.4397888183594,245.00999450683594
2023-09-05,187.50254821777344,137.27000427246094,134.65707397460938,327.2373046875,256.489990234375
2023-09-06,180.7912139892578,135.36000061035156,133.35780334472656,326.5799865722656,251.9199981689453
2023-09-07,175.503173828125,137.85000610351562,134.15122985839844,323.6662292480469,251.49000549316406
2023-09-08,176.115966796875,138.22999572753906,135.26206970214844,327.943603515625,248.5
2023-09-11,177.28231811523438,143.10000610351562,135.79763793945312,331.5442199707031,273.5799865722656
2023-09-12,174.25778198242188,141.22999572753906,134.23056030273438,325.490966796875,267.4800109863281
2023-09-13,172.19198608398438,144.85000610351562,135.58938598632812,329.6997985839844,271.29998779296875
2023-09-14,173.7042694091797,144.72000122070312,136.96798706054688,332.289794921875,276.0400085449219
